arm,capital,turnover_budget,fold,regime,n_dates,n_feasible,n_failures,feasible_fraction,coverage_fraction,performance_evidence_available,net_return,net_return_ci95_low,net_return_ci95_high,uncertainty_method,hac_lag,net_sharpe,realized_volatility,gross_return,cost_drag,max_drawdown,var_95_loss,cvar_95_loss,worst_bar_return,mean_turnover,max_turnover,mean_gross_exposure,max_gross_exposure,mean_net_exposure,mean_absolute_net_exposure,mean_concentration,max_concentration,mean_effective_n,mean_n_positions,mean_ex_ante_volatility,mean_condition_number,max_condition_number,mean_ridge_applied,max_ridge_applied,ridge_applied_fraction,mean_n_observations,min_n_observations,mean_observations_considered,mean_complete_observation_fraction,min_complete_observation_fraction,mean_primal_residual,max_primal_residual,mean_dual_residual,max_dual_residual,mean_complementarity_residual,max_complementarity_residual,mean_objective_residual,max_objective_residual,median_max_certificate_residual,p95_max_certificate_residual,max_certificate_residual,median_duality_gap,p95_duality_gap,max_duality_gap,solver_failures,failure_reasons
equal_weight,10000000,0.25,fold_1,all,12,12,0,1,1,True,0.097882442343613346,-0.29407524783209782,0.48984013251932446,newey_west_hac_bartlett,2,1.8842035764226504,0.051948973862714451,0.12043358334946944,0.022551141005856087,-0.0073208940600572037,0.0047359384306334962,0.0052090562132181637,-0.0052090562132181637,0.089488654785143174,0.25000000000000006,0.87507961571419202,1,0.87507961571419202,0.87507961571419202,0.12500014572565851,0.12500119570125212,7.9999906736319053,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,0.25,fold_1,calm,12,12,0,1,1,True,0.097882442343613346,-0.29407524783209782,0.48984013251932446,newey_west_hac_bartlett,2,1.8842035764226504,0.051948973862714451,0.12043358334946944,0.022551141005856087,-0.0073208940600572037,0.0047359384306334962,0.0052090562132181637,-0.0052090562132181637,0.089488654785143174,0.25000000000000006,0.87507961571419202,1,0.87507961571419202,0.87507961571419202,0.12500014572565851,0.12500119570125212,7.9999906736319053,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,0.25,fold_2,all,11,11,0,1,1,True,-0.19987656714151233,-0.73745350027909862,0.33770036599607389,newey_west_hac_bartlett,2,-3.0459057528754485,0.065621389287183751,-0.19785650639731295,0.0020200607441993577,-0.016559686278774466,0.0062696659883503137,0.0077221337225040869,-0.0077221337225040869,0.0080161140642831669,0.012114641373079937,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,0.25,fold_2,calm,6,6,0,1,1,True,0.02960002392758853,-0.63733079381982882,0.6965308416750059,newey_west_hac_bartlett,2,0.47813254240926434,0.061907570186368888,0.031506664220008987,0.0019066402924204685,-0.0067607770438797843,0.0033558636610666447,0.0040975201874274784,-0.0040975201874274784,0.007566032906430431,0.012114641373079937,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,0.25,fold_2,stress,5,5,0,1,1,True,-0.47524847642443341,-0.88884555545716981,-0.061651397391697005,newey_west_hac_bartlett,2,-6.5372082590566949,0.072698995900279118,-0.47309231113809935,0.0021561652863340253,-0.0098656084137825895,0.0071411466288425771,0.0077221337225040869,-0.0077221337225040869,0.0085562114537064502,0.011529399513056759,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,None,fold_1,all,12,12,0,1,1,True,0.12259998607224627,-0.26410602736229294,0.50930599950678546,newey_west_hac_bartlett,2,2.3705641649581688,0.051717640840322786,0.14557770056226835,0.022977714490022113,-0.0073208940600570926,0.0047359384306334962,0.0052090562132181637,-0.0052090562132181637,0.091181406706436929,1,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,None,fold_1,calm,12,12,0,1,1,True,0.12259998607224627,-0.26410602736229294,0.50930599950678546,newey_west_hac_bartlett,2,2.3705641649581688,0.051717640840322786,0.14557770056226835,0.022977714490022113,-0.0073208940600570926,0.0047359384306334962,0.0052090562132181637,-0.0052090562132181637,0.091181406706436929,1,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,None,fold_2,all,11,11,0,1,1,True,-0.19987656714151233,-0.73745350027909862,0.33770036599607389,newey_west_hac_bartlett,2,-3.0459057528754485,0.065621389287183751,-0.19785650639731295,0.0020200607441993577,-0.016559686278774466,0.0062696659883503137,0.0077221337225040869,-0.0077221337225040869,0.0080161140642831669,0.012114641373079937,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,None,fold_2,calm,6,6,0,1,1,True,0.02960002392758853,-0.63733079381982882,0.6965308416750059,newey_west_hac_bartlett,2,0.47813254240926434,0.061907570186368888,0.031506664220008987,0.0019066402924204685,-0.0067607770438797843,0.0033558636610666447,0.0040975201874274784,-0.0040975201874274784,0.007566032906430431,0.012114641373079937,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
equal_weight,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.47524847642443341,-0.88884555545716981,-0.061651397391697005,newey_west_hac_bartlett,2,-6.5372082590566949,0.072698995900279118,-0.47309231113809935,0.0021561652863340253,-0.0098656084137825895,0.0071411466288425771,0.0077221337225040869,-0.0077221337225040869,0.0085562114537064502,0.011529399513056759,1,1,1,1,0.125,0.125,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,0.25,fold_1,all,12,12,0,1,1,True,-0.05523467040620391,-0.51911473113270312,0.40864539032029534,newey_west_hac_bartlett,2,-1.0892034811999807,0.050711066719463301,0.0077653295937961473,0.063000000000000014,-0.01228932262669713,0.0051460656323328814,0.0059671941356690874,-0.0059671941356690874,0.25,0.25000000000000006,0.64323824059094581,0.92131257304825631,0.64323824059094581,0.64323824059094581,0.19951266696696413,0.54782856681742109,5.8385748778523165,7.083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,0.25,fold_1,calm,12,12,0,1,1,True,-0.05523467040620391,-0.51911473113270312,0.40864539032029534,newey_west_hac_bartlett,2,-1.0892034811999807,0.050711066719463301,0.0077653295937961473,0.063000000000000014,-0.01228932262669713,0.0051460656323328814,0.0059671941356690874,-0.0059671941356690874,0.25,0.25000000000000006,0.64323824059094581,0.92131257304825631,0.64323824059094581,0.64323824059094581,0.19951266696696413,0.54782856681742109,5.8385748778523165,7.083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,0.25,fold_2,all,11,11,0,1,1,True,-0.19427650382713185,-0.60881814991442407,0.22026514226016042,newey_west_hac_bartlett,2,-3.6879687635890557,0.052678456972088332,-0.13127650382713185,0.063,-0.015838612901189375,0.0046847562479131084,0.0051500847089809704,-0.0051500847089809704,0.25,0.25,0.95894059366392836,0.99885419554661481,0.95894059366392836,0.95894059366392836,0.16021302351409367,0.21452746442436546,6.359879914574134,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,0.25,fold_2,calm,6,6,0,1,1,True,-0.041543921157382611,-0.67288936488823092,0.58980152257346574,newey_west_hac_bartlett,2,-0.6525560427637872,0.063663376683220321,0.021456078842617389,0.063,-0.0084204597765867861,0.0037138574195616746,0.0042194277868452456,-0.0042194277868452456,0.25,0.25,0.9822453297113779,0.99696486848505494,0.9822453297113779,0.9822453297113779,0.14493087029617632,0.15680014036199336,6.9157515195476504,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,0.25,fold_2,stress,5,5,0,1,1,True,-0.37755560303083097,-0.66805723368799619,-0.087053972373665689,newey_west_hac_bartlett,2,-9.5414395321705463,0.039570088114884515,-0.31455560303083097,0.063,-0.0064008833845643487,0.0046267722432793007,0.0051500847089809704,-0.0051500847089809704,0.25,0.25,0.93097491040698854,0.99885419554661481,0.93097491040698854,0.93097491040698854,0.17855160737559445,0.21452746442436546,5.6928339886059192,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,None,fold_1,all,12,12,0,1,1,True,-0.076508607538922482,-0.72783948520439046,0.57482227012654541,newey_west_hac_bartlett,2,-1.1607951245948425,0.065910517642488065,0.19509507696932021,0.27160368450824274,-0.016868526639987169,0.007445724755923114,0.0076276797878472085,-0.0076276797878472085,1.0777923988422331,1.6013648806708005,0.83333333333333337,1,0.83333333333333337,0.83333333333333337,0.38068038755348815,1,3.8293069402839701,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,None,fold_1,calm,12,12,0,1,1,True,-0.076508607538922482,-0.72783948520439046,0.57482227012654541,newey_west_hac_bartlett,2,-1.1607951245948425,0.065910517642488065,0.19509507696932021,0.27160368450824274,-0.016868526639987169,0.007445724755923114,0.0076276797878472085,-0.0076276797878472085,1.0777923988422331,1.6013648806708005,0.83333333333333337,1,0.83333333333333337,0.83333333333333337,0.38068038755348815,1,3.8293069402839701,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,None,fold_2,all,11,11,0,1,1,True,-0.21703617806330786,-0.72031495081126673,0.28624259468465096,newey_west_hac_bartlett,2,-3.1173638994364614,0.069621701240122263,-0.018273528739297717,0.19876264932401017,-0.02034486930897772,0.0048811669859772817,0.0051210555694550502,-0.0051210555694550502,0.7887406719206751,1.3360670595821902,0.95454545454545459,1,0.95454545454545459,0.95454545454545459,0.25625422941717235,0.5,4.2668518459964933,4.2727272727272725,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,None,fold_2,calm,6,6,0,1,1,True,0.0032765213283300291,-0.85450524519558668,0.8610582878522467,newey_west_hac_bartlett,2,0.03620260912764596,0.09050511571631252,0.22682948884807028,0.22355296751974024,-0.010923716812246353,0.0044660827797648999,0.0046412784024995142,-0.0046412784024995142,0.88711495047515976,1.3360670595821902,1,1,1,1,0.22244797207150072,0.25007256941292844,4.6591000008285164,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0,
inverse_volatility,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.48141141733327336,-0.97145076858874302,0.0086279339221962403,newey_west_hac_bartlett,2,-13.652622184899823,0.035261461923829382,-0.3123971498441393,0.16901426748913406,-0.004426817527271254,0.0046064056288707906,0.0051210555694550502,-0.0051210555694550502,0.67069153765529388,1.0960415685455631,0.90000000000000002,1,0.90000000000000002,0.90000000000000002,0.29682173823197822,0.5,3.7961540601980643,3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,0,
maximum_utility,10000000,0.25,fold_1,all,12,6,6,0.5,0.5,True,0.31193702789343625,-0.30813533549458394,0.93200939128145643,newey_west_hac_bartlett,2,3.587821927550789,0.086943285980299115,0.35918702759360549,0.047249999700169208,-0.0089414758618258094,0.0066934355598520321,0.0082172258118278271,-0.0082172258118278271,0.18749999881019527,0.99999999999902478,1.0001244290878317,1.0002498066034056,1.0001244288937532,1.0001244288937532,0.22708159890044544,0.28000000151003163,4.4355012914441652,8,0.063877980373141255,5.7237921981229478,5.895726188741623,0,0,0,252,252,252,1,1,8.577519715640073e-10,1.7455060730142691e-09,1.4851032579625094e-09,1.9388850455714923e-09,9.6334526631504314e-10,1.6238174129564778e-09,6.6805620814816988e-17,2.1523891520308092e-16,2.4355519456658504e-09,4.255912271314414e-09,4.2707795954939699e-09,2.4355519456658504e-09,4.255912271314414e-09,4.2707795954939699e-09,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (6)
maximum_utility,10000000,0.25,fold_1,calm,12,6,6,0.5,0.5,True,0.31193702789343625,-0.30813533549458394,0.93200939128145643,newey_west_hac_bartlett,2,3.587821927550789,0.086943285980299115,0.35918702759360549,0.047249999700169208,-0.0089414758618258094,0.0066934355598520321,0.0082172258118278271,-0.0082172258118278271,0.18749999881019527,0.99999999999902478,1.0001244290878317,1.0002498066034056,1.0001244288937532,1.0001244288937532,0.22708159890044544,0.28000000151003163,4.4355012914441652,8,0.063877980373141255,5.7237921981229478,5.895726188741623,0,0,0,252,252,252,1,1,8.577519715640073e-10,1.7455060730142691e-09,1.4851032579625094e-09,1.9388850455714923e-09,9.6334526631504314e-10,1.6238174129564778e-09,6.6805620814816988e-17,2.1523891520308092e-16,2.4355519456658504e-09,4.255912271314414e-09,4.2707795954939699e-09,2.4355519456658504e-09,4.255912271314414e-09,4.2707795954939699e-09,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (6)
maximum_utility,10000000,0.25,fold_2,all,11,4,7,0.36363636363636365,0.36363636363636365,True,-0.024216178244064825,-0.48058221436687809,0.43214985787874849,newey_west_hac_bartlett,2,-0.46113416189068818,0.052514387883943567,-0.0013070873714202511,0.022909090872644568,-0.010322645634373351,0.0043366931770905583,0.004662884759400715,-0.004662884759400715,0.090909090764462575,0.25000000090546609,1.0001588078468062,1.0002506965154494,1.0001588073710928,1.0001588073710928,0.19124514325212247,0.21353932912761167,5.2482913162473865,8,0.056910270641461105,5.7471496001128433,5.8439014685010084,0,0,0,252,252,252,1,1,2.4140920125777935e-10,3.7423407428516242e-10,1.641115929417763e-09,1.9917212878972634e-09,2.1824212916547895e-09,3.9980001093611886e-09,1.7275165429351209e-16,4.8460833475840908e-16,3.3279482025288401e-09,3.9601084880767037e-09,3.9980001093611886e-09,1.9949863035179706e-09,3.4956874760660683e-09,3.7453893007979586e-09,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (7)
maximum_utility,10000000,0.25,fold_2,calm,6,2,4,0.33333333333333331,0.33333333333333331,True,0.15699700839385997,-0.55866873242691695,0.87266274921463693,newey_west_hac_bartlett,2,3.0587103210074935,0.051327844717948802,0.17799700832329293,0.020999999929432949,-0.0053014536905484633,0.0027248496381535861,0.0027760183514561974,-0.0027760183514561974,0.083333333053305356,0.24999999988739385,1.0001662529080406,1.0002498129684787,1.0001662524289827,1.0001662524289827,0.19388805114325128,0.21353932912761167,5.1674487688216049,8,0.057642645081300181,5.7972856215756252,5.8439014685010084,0,0,0,252,252,252,1,1,1.5773003656664752e-10,2.0191589267082264e-10,1.723673564990591e-09,1.9917212878972634e-09,9.1058897649912418e-10,1.0738487707891916e-09,1.0319914120781967e-16,2.0639828241563934e-16,2.868555294347611e-09,3.6577059001529239e-09,3.7453893007979586e-09,2.4586486509988036e-09,3.616715235818043e-09,3.7453893007979586e-09,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (4)
maximum_utility,10000000,0.25,fold_2,stress,5,2,3,0.40000000000000002,0.40000000000000002,True,-0.24167200220957455,-0.5643133617874162,0.080969357368267131,newey_west_hac_bartlett,2,-4.291557836186624,0.056313350870349339,-0.21647200220507606,0.025200000004498516,-0.0050479534351937083,0.004532408126476652,0.004662884759400715,-0.004662884759400715,0.10000000001785128,0.25000000090546609,1.000149873773325,1.0002506965154494,1.0001498733016247,1.0001498733016247,0.18807365378276786,0.21253337172751036,5.3453023731583258,8,0.056177896201622037,5.6970135786500613,5.7107614001549258,0,0,0,252,252,252,1,1,3.2508836594891122e-10,3.7423407428516242e-10,1.5585582938449349e-09,1.7905519517725767e-09,3.4542536068104551e-09,3.9980001093611886e-09,2.4230416737920454e-16,4.8460833475840908e-16,3.4542536068104551e-09,3.9436254591061155e-09,3.9980001093611886e-09,1.9949863035179706e-09,2.0721380526786214e-09,2.0807104692520271e-09,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (3)
maximum_utility,10000000,None,fold_1,all,12,12,0,1,1,True,-0.31101769660244943,-1.209092791875908,0.58705739867100926,newey_west_hac_bartlett,2,-3.6889881636295407,0.084309757257785223,-0.029106108829312725,0.28191158777313674,-0.029417774007505892,0.0085203564662970407,0.0098731201401030862,-0.0098731201401030862,1.1186967768775269,1.612048705421834,1.0000000007337173,1.000000003399641,0.99999999999939615,0.99999999999939615,0.27309587868572099,0.28000000169378597,3.6653546544249926,8,0.078073857445823736,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.0476156419937317e-09,1.9466599443518362e-09,8.1196923606049098e-10,1.9010573948374798e-09,3.5128896966314353e-09,1.6347286939500354e-08,1.2255036348367287e-16,3.1978054041358675e-16,2.1621958697780524e-09,1.0595499230252121e-08,1.6347286939500354e-08,8.7968339590910523e-10,5.1203292407122006e-09,5.3883744364297673e-09,0,
